,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,churn_numeric
2551,Female,0,No,No,12,Yes,No,No,,,,,,,Month-to-month,No,Bank transfer (automatic),19.450000762939453,227.4499969482422,No,0
2552,Female,0,Yes,No,47,Yes,Yes,No,,,,,,,One year,No,Electronic check,26.899999618530273,1250.8499755859375,No,0
2553,Male,1,No,No,2,Yes,No,No,,,,,,,Month-to-month,No,Electronic check,19.200000762939453,37.20000076293945,No,0
2554,Female,0,No,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,892.7000122070312,No,0
2555,Female,0,No,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.0,487.75,No,0
2556,Male,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.55000305175781,3713.949951171875,No,0
2557,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.45000076293945,141.6999969482422,No,0
2558,Female,0,No,No,38,Yes,No,No,,,,,,,One year,No,Mailed check,20.049999237060547,678.2000122070312,No,0
2559,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,115.55000305175781,8425.2998046875,No,0
2560,Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.69999694824219,4154.7998046875,Yes,1
2561,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),99.0,7061.64990234375,No,0
2562,Male,0,Yes,Yes,66,No,,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),50.54999923706055,3364.550048828125,No,0
2563,Male,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,105.94999694824219,2655.25,Yes,1
2564,Male,0,No,No,18,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.0,1425.449951171875,Yes,1
2565,Female,0,Yes,Yes,13,Yes,Yes,No,,,,,,,Two year,Yes,Bank transfer (automatic),25.0,332.5,No,0
2566,Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.55000305175781,5963.9501953125,No,0
2567,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.75,5742.89990234375,Yes,1
2568,Male,0,Yes,Yes,15,Yes,No,No,,,,,,,Two year,No,Mailed check,19.350000381469727,278.8500061035156,No,0
2569,Female,0,Yes,No,72,Yes,Yes,No,,,,,,,Two year,No,Credit card (automatic),24.850000381469727,1871.8499755859375,No,0
2570,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.05000305175781,2866.449951171875,Yes,1
2571,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,100.4000015258789,4303.64990234375,No,0
2572,Female,0,Yes,No,71,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),25.0,1753.0,No,0
2573,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.75,54.75,Yes,1
2574,Male,1,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6500015258789,3759.050048828125,Yes,1
2575,Female,0,No,No,35,Yes,No,No,,,,,,,Month-to-month,No,Bank transfer (automatic),19.25,617.6500244140625,No,0
2576,Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.25,5935.10009765625,No,0
2577,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5999984741211,94.5999984741211,Yes,1
2578,Female,1,Yes,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.9000015258789,2911.300048828125,Yes,1
2579,Male,0,No,No,48,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),20.149999618530273,982.9500122070312,No,0
2580,Female,1,No,Yes,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.30000305175781,2974.5,No,0
2581,Male,0,No,No,10,Yes,No,No,,,,,,,Month-to-month,No,Credit card (automatic),20.0,198.6999969482422,No,0
2582,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.30000305175781,1275.6500244140625,No,0
2583,Female,1,No,No,57,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),69.8499984741211,4003.0,No,0
2584,Female,0,Yes,No,58,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.25,3791.60009765625,No,0
2585,Female,0,No,No,37,Yes,No,No,,,,,,,Two year,No,Mailed check,19.799999237060547,813.2999877929688,No,0
2586,Female,0,Yes,Yes,44,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.600000381469727,780.25,No,0
2587,Male,0,No,Yes,27,Yes,No,No,,,,,,,One year,No,Credit card (automatic),20.049999237060547,552.9000244140625,No,0
2588,Female,0,No,No,8,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,49.400001525878906,408.25,No,0
2589,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05000305175781,231.8000030517578,Yes,1
2590,Female,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.4000015258789,2191.14990234375,No,0
2591,Female,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5999984741211,5611.7001953125,No,0
2592,Female,0,No,No,12,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.450000762939453,246.25,No,0
2593,Female,0,Yes,Yes,62,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),20.299999237060547,1296.1500244140625,No,0
2594,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.6500015258789,7082.85009765625,No,0
2595,Female,0,Yes,No,71,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.44999694824219,5662.25,No,0
2596,Female,0,Yes,Yes,21,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.849998474121094,1215.449951171875,No,0
2597,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,109.5999984741211,7854.14990234375,No,0
2598,Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.1500015258789,525.0,No,0
2599,Female,0,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),73.0,5265.2001953125,No,0
2600,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.0999984741211,70.0999984741211,No,0
2601,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.6500015258789,7129.4501953125,No,0
2602,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.44999694824219,7266.9501953125,No,0
2603,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.9000015258789,8496.7001953125,No,0
2604,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.55000305175781,2878.75,No,0
2605,Female,0,No,No,13,Yes,No,No,,,,,,,Two year,Yes,Mailed check,20.399999618530273,261.29998779296875,No,0
2606,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,104.3499984741211,3205.60009765625,No,0
2607,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,69.75,Yes,1
2608,Male,0,Yes,Yes,7,No,,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,34.5,279.25,Yes,1
2609,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.55000305175781,6281.4501953125,Yes,1
2610,Female,0,No,Yes,39,No,,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),30.100000381469727,1131.300048828125,Yes,1
2611,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.30000305175781,738.2000122070312,Yes,1
2612,Female,0,Yes,Yes,14,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),80.44999694824219,1137.050048828125,No,0
2613,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.19999694824219,80.19999694824219,Yes,1
2614,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),94.3499984741211,6341.4501953125,Yes,1
2615,Female,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.3499984741211,6697.2001953125,No,0
2616,Male,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.599998474121094,260.79998779296875,Yes,1
2617,Female,0,No,No,1,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,19.600000381469727,19.600000381469727,Yes,1
2618,Male,0,Yes,Yes,25,Yes,No,No,,,,,,,One year,No,Electronic check,19.899999618530273,505.45001220703125,No,0
2619,Female,1,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.44999694824219,3655.449951171875,Yes,1
2620,Male,0,No,No,18,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.3499984741211,1299.800048828125,No,0
2621,Male,0,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.0999984741211,5564.85009765625,No,0
2622,Male,1,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,51.0,1381.800048828125,No,0
2623,Female,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),80.55000305175781,188.10000610351562,No,0
2624,Male,0,Yes,Yes,17,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,66.69999694824219,1077.050048828125,No,0
2625,Male,0,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,86.4000015258789,4922.39990234375,No,0
2626,Female,0,Yes,No,60,No,,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,50.04999923706055,2911.5,No,0
2627,Female,0,No,No,33,Yes,Yes,No,,,,,,,Two year,No,Credit card (automatic),25.700000762939453,826.0999755859375,No,0
2628,Female,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,83.4000015258789,83.4000015258789,No,0
2629,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.69999694824219,140.6999969482422,Yes,1
2630,Male,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),84.6500015258789,5377.7998046875,No,0
2631,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.25,665.4500122070312,Yes,1
2632,Female,0,No,No,55,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,64.75,3617.10009765625,No,0
2633,Female,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),100.1500015258789,6643.5,No,0
2634,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,84.80000305175781,84.80000305175781,Yes,1
2635,Male,0,No,No,63,Yes,Yes,No,,,,,,,Two year,No,Mailed check,25.25,1559.300048828125,No,0
2636,Female,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.0,7987.60009765625,No,0
2637,Female,0,Yes,Yes,36,No,,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.650001525878906,1547.3499755859375,No,0
2638,Male,0,No,No,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.0,5426.85009765625,Yes,1
2639,Male,0,No,No,22,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.45000076293945,1127.3499755859375,Yes,1
2640,Male,0,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.94999694824219,2142.800048828125,No,0
2641,Female,1,No,No,5,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.900001525878906,287.8500061035156,No,0
2642,Female,0,Yes,No,47,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.30000305175781,4045.64990234375,Yes,1
2643,Female,0,No,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.3499984741211,2757.85009765625,Yes,1
2644,Male,0,No,No,18,No,,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),33.5,600.0,Yes,1
2645,Female,0,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Credit card (automatic),19.799999237060547,19.799999237060547,No,0
2646,Male,0,No,No,56,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),81.80000305175781,4534.4501953125,No,0
2647,Female,0,No,No,2,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,20.0,40.900001525878906,No,0
2648,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.599998474121094,2094.89990234375,No,0
2649,Female,0,Yes,No,64,Yes,Yes,No,,,,,,,Two year,No,Credit card (automatic),25.0,1584.800048828125,No,0
2650,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.3499984741211,1302.6500244140625,No,0
2651,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.3499984741211,2238.5,Yes,1
2652,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,55.54999923706055,55.54999923706055,No,0
2653,Female,0,Yes,Yes,70,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),75.3499984741211,5437.75,No,0
2654,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.75,90.75,Yes,1
2655,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,89.5999984741211,365.6499938964844,Yes,1
2656,Female,0,No,No,39,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,59.29999923706055,2209.14990234375,No,0
2657,Female,0,No,No,29,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.0999984741211,1912.1500244140625,No,0
2658,Female,0,Yes,Yes,14,Yes,No,No,,,,,,,Two year,No,Mailed check,18.799999237060547,255.5500030517578,No,0
2659,Female,0,No,No,61,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.44999694824219,5175.2998046875,No,0
2660,Male,0,No,Yes,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.099998474121094,670.6500244140625,No,0
2661,Female,0,No,No,66,No,,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,47.400001525878906,3177.25,No,0
2662,Male,0,No,No,2,No,,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.25,90.3499984741211,Yes,1
2663,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.1500015258789,6557.75,No,0
2664,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.94999694824219,5791.85009765625,No,0
2665,Male,1,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,93.55000305175781,3055.5,No,0
2666,Male,0,No,Yes,66,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.5,5196.10009765625,No,0
2667,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.05000305175781,8405.0,No,0
2668,Male,0,No,Yes,1,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.75,19.75,Yes,1
2669,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.1500015258789,1789.25,Yes,1
2670,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,95.1500015258789,5000.0498046875,No,0
2671,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.4000015258789,6713.2001953125,No,0
2672,Male,0,No,No,27,Yes,No,No,,,,,,,One year,No,Bank transfer (automatic),20.100000381469727,562.5999755859375,No,0
2673,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.3499984741211,2317.10009765625,Yes,1
2674,Female,1,No,No,4,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.049999237060547,91.44999694824219,No,0
2675,Male,0,Yes,Yes,42,Yes,No,No,,,,,,,Two year,No,Mailed check,20.700000762939453,828.8499755859375,No,0
2676,Female,0,No,No,29,Yes,No,No,,,,,,,One year,No,Mailed check,20.350000381469727,617.3499755859375,No,0
2677,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.05000305175781,266.8999938964844,Yes,1
2678,Male,0,No,No,30,Yes,No,No,,,,,,,One year,No,Mailed check,19.700000762939453,625.0499877929688,No,0
2679,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.6500015258789,301.3999938964844,Yes,1
2680,Male,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.44999694824219,6029.89990234375,No,0
2681,Male,0,Yes,No,46,No,,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.400001525878906,1842.699951171875,No,0
2682,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.400001525878906,206.60000610351562,Yes,1
2683,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.6500015258789,604.7000122070312,Yes,1
2684,Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.19999694824219,7386.0498046875,No,0
2685,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.6500015258789,7334.0498046875,No,0
2686,Male,1,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.8499984741211,1471.75,Yes,1
2687,Male,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,91.0,2626.14990234375,No,0
2688,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.75,412.1000061035156,Yes,1
2689,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.75,8277.0498046875,No,0
2690,Male,1,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.44999694824219,583.4500122070312,Yes,1
2691,Female,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,59.099998474121094,369.25,No,0
2692,Female,0,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.79999923706055,1049.050048828125,No,0
2693,Male,0,No,No,72,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),19.299999237060547,1414.800048828125,No,0
2694,Male,0,Yes,Yes,8,Yes,No,No,,,,,,,Month-to-month,No,Credit card (automatic),19.649999618530273,169.75,No,0
2695,Male,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),81.4000015258789,4354.4501953125,No,0
2696,Female,0,No,No,68,No,,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,38.900001525878906,2719.199951171875,No,0
2697,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.94999694824219,6365.35009765625,No,0
2698,Male,0,No,No,2,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.850000381469727,51.599998474121094,No,0
2699,Female,1,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.3499984741211,3190.25,No,0
2700,Female,0,No,No,35,No,,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.149999618530273,812.5,No,0
2701,Female,0,Yes,Yes,61,Yes,No,No,,,,,,,One year,No,Credit card (automatic),19.100000381469727,1143.800048828125,No,0
2702,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,44.0,No,0
2703,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.099998474121094,50.099998474121094,Yes,1
2704,Female,0,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),60.599998474121094,3297.0,No,0
2705,Female,0,Yes,No,72,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),25.649999618530273,1887.0,No,0
2706,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.4000015258789,151.8000030517578,Yes,1
2707,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.69999694824219,293.6499938964844,Yes,1
2708,Female,1,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.80000305175781,1308.0999755859375,Yes,1
2709,Male,1,Yes,No,41,No,,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.95000076293945,2215.39990234375,No,0
2710,Female,0,Yes,No,24,Yes,No,No,,,,,,,One year,No,Credit card (automatic),20.399999618530273,482.79998779296875,No,0
2711,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.0999984741211,2598.949951171875,Yes,1
2712,Male,0,No,No,8,No,,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.350000381469727,216.4499969482422,No,0
2713,Male,0,No,No,1,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,20.450000762939453,20.450000762939453,No,0
2714,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),95.0999984741211,5064.85009765625,No,0
2715,Male,0,No,No,41,Yes,Yes,No,,,,,,,Month-to-month,Yes,Bank transfer (automatic),25.25,996.4500122070312,No,0
2716,Female,0,Yes,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.900001525878906,839.6500244140625,No,0
2717,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.6500015258789,6733.0,No,0
2718,Male,0,No,No,62,No,,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),43.70000076293945,2618.300048828125,No,0
2719,Female,1,Yes,Yes,56,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72.5999984741211,4084.35009765625,No,0
2720,Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,51.54999923706055,765.5,Yes,1
2721,Male,1,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.25,793.5499877929688,Yes,1
2722,Male,0,Yes,Yes,32,Yes,No,No,,,,,,,Two year,No,Mailed check,18.950000762939453,613.9500122070312,No,0
2723,Male,0,No,No,21,Yes,No,No,,,,,,,Month-to-month,No,Credit card (automatic),20.5,402.8500061035156,No,0
2724,Male,0,Yes,Yes,62,Yes,No,No,,,,,,,One year,No,Bank transfer (automatic),19.950000762939453,1244.800048828125,No,0
2725,Female,0,No,No,2,No,,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.5,46.400001525878906,No,0
2726,Male,0,No,Yes,27,Yes,No,No,,,,,,,Two year,No,Mailed check,20.600000381469727,581.8499755859375,No,0
2727,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.8499984741211,462.79998779296875,Yes,1
2728,Female,0,No,No,25,No,,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,61.04999923706055,1540.199951171875,No,0
2729,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.69999694824219,169.8000030517578,Yes,1
2730,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.6500015258789,5168.10009765625,No,0
